split,method,boundary_bin,n,mean_boundary_gap,coverage_in_bin,raw_mse,lrbn_mse,method_mse,delta_vs_lrbn,delta_pct_vs_lrbn,win_rate_vs_lrbn,harm_rate_vs_lrbn
val,HalluGuard-LRBN-BP-always,q2,192,1.948800469653954,1.0,8.460302116972624,8.123508677520418,7.989409464737179,-0.13409921278324025,-1.6507548393374194,0.5104166666666666,0.4895833333333333
val,HalluGuard-LRBN-BP-always,q3,192,4.0105043798649,1.0,9.502263558389245,8.788274218668962,8.487183755763725,-0.30109046290523506,-3.426047652484761,0.5625,0.4375
val,HalluGuard-LRBN-BP-always,q4_high,192,5022.4288337105545,1.0,11.437570242100373,11.185413502632132,10.149399851834923,-1.0360136507972095,-9.262184626676493,0.6354166666666666,0.3645833333333333
val,HalluGuard-BP-global,q1_low,192,0.5861683710539275,1.0,7.284608573385493,7.091515302016364,7.313160018104125,0.22164471608776218,3.125491609842407,0.4166666666666667,0.5833333333333334
val,HalluGuard-BP-global,q2,192,1.948800469653954,1.0,8.460302116972624,8.123508677520418,8.222218469079722,0.0987097915593041,1.2151127715410177,0.4427083333333333,0.5572916666666666
val,HalluGuard-BP-global,q3,192,4.0105043798649,1.0,9.502263558389245,8.788274218668962,8.948884285652522,0.16061006698356017,1.827549559839868,0.4635416666666667,0.5364583333333334
val,HalluGuard-BP-global,q4_high,192,5022.4288337105545,1.0,11.437570242100373,11.185413502632132,10.209152150290405,-0.976261352341728,-8.72798624064453,0.6197916666666666,0.3802083333333333
val,matched_sparse_smoothing,q1_low,192,0.5861683710539275,0.0,7.284608573385493,7.091515302016364,7.124096588689763,0.03258128667339919,0.4594404050456068,0.4479166666666667,0.5520833333333334
val,matched_sparse_smoothing,q2,192,1.948800469653954,0.0,8.460302116972624,8.123508677520418,8.328782312097756,0.20527363457733694,2.526908537596394,0.46875,0.53125
val,matched_sparse_smoothing,q3,192,4.0105043798649,0.0,9.502263558389245,8.788274218668962,9.383763238673554,0.5954890200045927,6.775949458449965,0.3854166666666667,0.6145833333333334
val,matched_sparse_smoothing,q4_high,192,5022.4288337105545,0.0,11.437570242100373,11.185413502632132,11.255178998290788,0.06976549565865385,0.6237185203735812,0.5052083333333334,0.4947916666666667
val,naive_smoothing,q1_low,192,0.5861683710539275,0.0,7.284608573385493,7.091515302016364,6.801366914984278,-0.2901483870320854,-4.091486435070342,0.6197916666666666,0.3802083333333333
val,naive_smoothing,q2,192,1.948800469653954,0.0,8.460302116972624,8.123508677520418,7.95987293138952,-0.16363574613089796,-2.0143481397672405,0.6458333333333334,0.3541666666666667
val,naive_smoothing,q3,192,4.0105043798649,0.0,9.502263558389245,8.788274218668962,9.03300430837265,0.24473008970368856,2.784734332769614,0.5520833333333334,0.4479166666666667
val,naive_smoothing,q4_high,192,5022.4288337105545,0.0,11.437570242100373,11.185413502632132,10.887253266037561,-0.29816023659457,-2.6656165751748615,0.671875,0.328125
val,ema_smoothing,q1_low,192,0.5861683710539275,0.0,7.284608573385493,7.091515302016364,6.82752404280919,-0.2639912592071738,-3.7226353972591495,0.6145833333333334,0.3854166666666667
val,ema_smoothing,q2,192,1.948800469653954,0.0,8.460302116972624,8.123508677520418,7.975429805870647,-0.1480788716497725,-1.8228437654932803,0.6354166666666666,0.3645833333333333
val,ema_smoothing,q3,192,4.0105043798649,0.0,9.502263558389245,8.788274218668962,9.039038795892372,0.2507645772234098,2.853399549201259,0.578125,0.421875
val,ema_smoothing,q4_high,192,5022.4288337105545,0.0,11.437570242100373,11.185413502632132,10.90263729651737,-0.2827762061147637,-2.528080037411333,0.6875,0.3125
val,median_smoothing,q1_low,192,0.5861683710539275,0.0,7.284608573385493,7.091515302016364,6.88680908005914,-0.2047062219572243,-2.886635830995885,0.5729166666666666,0.4270833333333333
val,median_smoothing,q2,192,1.948800469653954,0.0,8.460302116972624,8.123508677520418,8.012307013132299,-0.11120166438811978,-1.3688871233553361,0.59375,0.40625
val,median_smoothing,q3,192,4.0105043798649,0.0,9.502263558389245,8.788274218668962,9.111500633559963,0.32322641489100173,3.6779281856792507,0.515625,0.484375
val,median_smoothing,q4_high,192,5022.4288337105545,0.0,11.437570242100373,11.185413502632132,10.931674511727698,-0.25373899090443497,-2.2684810947568166,0.671875,0.328125
test,raw_no_correction,q1_low,192,0.6460854965966557,0.0,7.076431732434494,5.4807608846311515,7.076431732434494,1.5956708478033435,29.114038697919316,0.4114583333333333,0.5885416666666666
test,raw_no_correction,q2,192,1.9454870744014474,0.0,5.752814841865764,4.559877740658615,5.752814841865764,1.192937101207149,26.161602710398206,0.3645833333333333,0.6354166666666666
test,raw_no_correction,q3,192,3.953896324741976,0.0,6.728031892953534,5.136111367844882,6.728031892953534,1.5919205251086506,30.994665185329822,0.375,0.625
test,raw_no_correction,q4_high,192,23989.61411603892,0.0,6.151603748925869,4.399880390879529,6.151603748925869,1.7517233580463392,39.812976682188285,0.28125,0.71875
test,HalluGuard-LRBN,q1_low,192,0.6460854965966557,0.0,7.076431732434494,5.4807608846311515,5.4807608846311515,0.0,0.0,0.0,0.0
test,HalluGuard-LRBN,q2,192,1.9454870744014474,0.0,5.752814841865764,4.559877740658615,4.559877740658615,0.0,0.0,0.0,0.0
test,HalluGuard-LRBN,q3,192,3.953896324741976,0.0,6.728031892953534,5.136111367844882,5.136111367844882,0.0,0.0,0.0,0.0
test,HalluGuard-LRBN,q4_high,192,23989.61411603892,0.0,6.151603748925869,4.399880390879529,4.399880390879529,0.0,0.0,0.0,0.0
test,HalluGuard-LRBN-BP-gated,q1_low,192,0.6460854965966557,0.0,7.076431732434494,5.4807608846311515,5.4807608846311515,0.0,0.0,0.0,0.0
test,HalluGuard-LRBN-BP-gated,q2,192,1.9454870744014474,0.0,5.752814841865764,4.559877740658615,4.559877740658615,0.0,0.0,0.0,0.0
test,HalluGuard-LRBN-BP-gated,q3,192,3.953896324741976,0.0,6.728031892953534,5.136111367844882,5.136111367844882,0.0,0.0,0.0,0.0
test,HalluGuard-LRBN-BP-gated,q4_high,192,23989.61411603892,0.171875,6.151603748925869,4.399880390879529,4.279773894102646,-0.12010649677688316,-2.729767308058518,0.09895833333333333,0.07291666666666667
test,HalluGuard-LRBN-BP-always,q1_low,192,0.6460854965966557,1.0,7.076431732434494,5.4807608846311515,5.480439991990852,-0.0003208926402998603,-0.00585489216678135,0.4947916666666667,0.5052083333333334
test,HalluGuard-LRBN-BP-always,q2,192,1.9454870744014474,1.0,5.752814841865764,4.559877740658615,4.541515916217036,-0.018361824441578366,-0.4026823841697622,0.515625,0.484375
test,HalluGuard-LRBN-BP-always,q3,192,3.953896324741976,1.0,6.728031892953534,5.136111367844882,4.70374172317089,-0.4323696446739917,-8.418229529426887,0.6458333333333334,0.3541666666666667
test,HalluGuard-LRBN-BP-always,q4_high,192,23989.61411603892,1.0,6.151603748925869,4.399880390879529,3.850225204613457,-0.5496551862660725,-12.492502890673963,0.6510416666666666,0.3489583333333333
test,HalluGuard-BP-global,q1_low,192,0.6460854965966557,1.0,7.076431732434494,5.4807608846311515,6.901918417035925,1.4211575324047736,25.92993125821111,0.4270833333333333,0.5729166666666666
test,HalluGuard-BP-global,q2,192,1.9454870744014474,1.0,5.752814841865764,4.559877740658615,5.728918726235368,1.169040985576755,25.63755103758869,0.3645833333333333,0.6354166666666666
test,HalluGuard-BP-global,q3,192,3.953896324741976,1.0,6.728031892953534,5.136111367844882,6.083819320212323,0.9477079523674409,18.451857497784648,0.4583333333333333,0.5416666666666666
test,HalluGuard-BP-global,q4_high,192,23989.61411603892,1.0,6.151603748925869,4.399880390879529,5.2268363200482035,0.8269559291686742,18.794963813183813,0.4739583333333333,0.5260416666666666
test,matched_sparse_smoothing,q1_low,192,0.6460854965966557,0.0,7.076431732434494,5.4807608846311515,6.860516716737827,1.379755832106677,25.17453066522675,0.4635416666666667,0.5364583333333334
test,matched_sparse_smoothing,q2,192,1.9454870744014474,0.0,5.752814841865764,4.559877740658615,5.507922527894201,0.9480447872355872,20.791013248077842,0.3958333333333333,0.6041666666666666
test,matched_sparse_smoothing,q3,192,3.953896324741976,0.0,6.728031892953534,5.136111367844882,6.523655800069622,1.3875444322247399,27.015466179531234,0.4322916666666667,0.5677083333333334
test,matched_sparse_smoothing,q4_high,192,23989.61411603892,0.0,6.151603748925869,4.399880390879529,5.997805165263505,1.5979247743839755,36.317459312406605,0.3697916666666667,0.6302083333333334
test,naive_smoothing,q1_low,192,0.6460854965966557,0.0,7.076431732434494,5.4807608846311515,6.734239032613652,1.2534781479825012,22.87051327508893,0.5989583333333334,0.4010416666666667
test,naive_smoothing,q2,192,1.9454870744014474,0.0,5.752814841865764,4.559877740658615,5.384152706549415,0.8242749658908007,18.076690011519375,0.53125,0.46875
test,naive_smoothing,q3,192,3.953896324741976,0.0,6.728031892953534,5.136111367844882,6.370737411611857,1.2346260437669743,24.03814779197847,0.5625,0.4375
test,naive_smoothing,q4_high,192,23989.61411603892,0.0,6.151603748925869,4.399880390879529,5.7991473419451145,1.3992669510655853,31.80238605544537,0.5833333333333334,0.4166666666666667
test,ema_smoothing,q1_low,192,0.6460854965966557,0.0,7.076431732434494,5.4807608846311515,6.725740331780433,1.2449794471492817,22.715449024036786,0.5989583333333334,0.4010416666666667
test,ema_smoothing,q2,192,1.9454870744014474,0.0,5.752814841865764,4.559877740658615,5.378477262043628,0.8185995213850141,17.95222517241339,0.5208333333333334,0.4791666666666667
test,ema_smoothing,q3,192,3.953896324741976,0.0,6.728031892953534,5.136111367844882,6.360750240812103,1.2246388729672208,23.843697748647354,0.5625,0.4375
test,ema_smoothing,q4_high,192,23989.61411603892,0.0,6.151603748925869,4.399880390879529,5.776980325465384,1.3770999345858552,31.298576532002443,0.5625,0.4375
test,median_smoothing,q1_low,192,0.6460854965966557,0.0,7.076431732434494,5.4807608846311515,6.807525451466355,1.3267645668352037,24.207671021278752,0.578125,0.421875
test,median_smoothing,q2,192,1.9454870744014474,0.0,5.752814841865764,4.559877740658615,5.458225912519503,0.8983481718608893,19.701145973291364,0.5,0.5
test,median_smoothing,q3,192,3.953896324741976,0.0,6.728031892953534,5.136111367844882,6.420842594337429,1.284731226492547,25.01369483602635,0.5625,0.4375
test,median_smoothing,q4_high,192,23989.61411603892,0.0,6.151603748925869,4.399880390879529,5.833123140018038,1.4332427491385074,32.57458427397266,0.5625,0.4375
